Title,Type,Genres,Description,Release Year,Age Certification,Runtime,IMDB ID,IMDB Score,IMDB Votes,Production Countries,Seasons,Rating
Navarasa,SHOW,['drama'],"From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series.",2021,TV-MA,34,tt13357946,5.9,3470.0,['IN'],1.0,Average
I Need Romance,SHOW,"['drama', 'romance']","A 33-year-old fashion marketing director at a home shopping channel company has developed a tough, prickly outer shell in order to succeed in the workplace. After multiple failed relationships, she has given up on the idea of ever finding love. A 26-year-old songwriter with a carefree spirit returns home after living abroad for seventeen years. Raised by his mother's friend and her daughter, who is now that 33-year-old fashion marketing director. But she only remembers him as the kid she was forced to play with when her mom was too busy. When these two meet again, he attempts to heal her jaded sense of romance.",2021,TV-14,45,tt16077338,7.8,24.0,['TH'],1.0,Best
Trippinâ€™ with the Kandasamys,MOVIE,"['romance', 'comedy']","To rekindle their marriages, best friends-turned-in-laws Shanthi and Jennifer plan a couples' getaway. But it comes with all kinds of surprises.",2021,,93,tt14611368,5.0,366.0,['ZA'],0.0,Poor
The Five Juanas,SHOW,['drama'],Five women with the same birthmark set out to unravel the truth about their pasts and discover a tragic web of lies spun by a powerful politician.,2021,TV-MA,34,tt15377930,6.9,1728.0,['MX'],1.0,Average
Madam Chief Minister,MOVIE,['drama'],A political-drama where a young woman from a small village rises to power into the world of politics by breaking barriers of caste and patriarchy and overcomes the obstacles placed by her opponents to become the chief minister and work for the upliftment of backward classes.,2021,,123,tt13773882,4.8,1744.0,['IN'],0.0,Poor
Will You Marry?,MOVIE,"['romance', 'drama']","Honey and Sweet, a Filipino mother and daughter arrive in Copenhagen, uncertain of what the trip might lead to, but Sweet certainly does not trust her mother's Danish fiance, Fergus.",2021,,86,tt16236048,4.9,56.0,['PH'],0.0,Poor
Little Big Mouth,MOVIE,"['romance', 'comedy', 'music']","Kicked out of his band and home, a playful guitarist takes refuge with a bookkeeper, her son and dad. Is it possible make sweet music together?",2021,,94,tt14537540,3.8,170.0,['ZA'],0.0,Poor
A Naija Christmas,MOVIE,"['comedy', 'drama', 'romance']",A mother's Christmas wish - and the grand prize that comes with it - sets off a fierce competition between her sons.,2021,,121,tt15565704,4.7,336.0,['NG'],0.0,Poor
Slay,MOVIE,['comedy'],"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",2021,,93,tt14033300,3.3,101.0,['ZA'],0.0,Poor
Sardar Ka Grandson,MOVIE,"['romance', 'drama', 'comedy']","A devoted grandson's mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",2021,,139,tt11213600,4.3,4496.0,['IN'],0.0,Poor
Sarbath,MOVIE,"['romance', 'comedy', 'drama']","Arivu travels to attend his brother's wedding, only to discover that it has been cancelled. However, trouble ensues when he falls for a woman who turns out to the one who was engaged to his brother.",2021,,112,tt11143434,5.6,262.0,['IN'],0.0,Average
Lokillo: Nothing's the Same,MOVIE,['comedy'],"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.",2021,,64,tt14494898,4.6,51.0,['CO'],0.0,Poor
Christmas Flow,SHOW,"['music', 'romance', 'comedy']",An unlikely Christmas romance blossoms between a famous rapper and a tenacious journalist. But can they make it work despite their differences?,2021,TV-MA,50,tt15340790,5.8,702.0,['FR'],1.0,Average
Ankahi Kahaniya,MOVIE,"['drama', 'romance']","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",2021,,110,tt15257664,5.5,853.0,['IN'],0.0,Average
Korean Cold Noodle Rhapsody,SHOW,['documentation'],"Refreshing and flavorful, naengmyeon is Koreaâ€™s coolest summertime staple. A journey through its history begins, from how itâ€™s cooked to how itâ€™s loved.",2021,TV-PG,49,tt15772846,7.3,15.0,['KR'],1.0,Best
Here and There,MOVIE,"['drama', 'romance']","As the community quarantine puts the nation on hold, a political science major and a student working part time as a delivery driver butt heads online â€“ but soon find themselves falling for each other. Will their love survive once itâ€™s taken offline?",2021,,98,tt14766058,6.6,48.0,['PH'],0.0,Average
Devdas Brothers,MOVIE,['drama'],"After their first heartbreaks, four jilted young men plan drastic ways to get back at the women who left them - and are in for a sobering lesson.",2021,,99,tt12478372,3.2,50.0,[],0.0,Poor
Abla Fahita: Drama Queen,SHOW,"['drama', 'comedy', 'crime']","Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family.",2021,TV-14,25,tt11570224,6.6,433.0,['XX'],1.0,Average
The Soul,MOVIE,"['scifi', 'thriller', 'drama']","Wang Shicong, chairman of the famous group, died tragically at home. The prosecutor Liang Wenchao and his wife, Abang, learned during the investigation that the deceasedâ€™s long-term partner, Dr. Wan, and his ex-wifeâ€™s Son Wang Tianyou, young newlywed wife Li Yan, and even the dead ex-wife, each suspect has an intricate connection. As more clues gradually surfaced, they gradually discovered the rich. The amazing secret hidden behind the murder...",2021,,130,tt13598976,6.6,2676.0,"['CN', 'TW']",0.0,Average
Carnaval,MOVIE,['comedy'],"After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes.",2021,,94,tt14074470,3.9,885.0,['BR'],0.0,Poor
Wild Dog,MOVIE,"['thriller', 'action', 'crime']","Wild Dog aka Vijay Varma is an NIA agent whoâ€™s brought back to field from a desk job to handle a terrorism case. Despite having a personal motive, he moves heaven and earth to ensure justice is served for the sake of the country.",2021,,122,tt11503178,6.2,2248.0,['IN'],0.0,Average
Roohi,MOVIE,"['comedy', 'horror']",Roohi is set in a fictional town of North India. The film revolves around two small-town boys Bhaura and Kattanni who are stuck in a forest with Roohi. But thereâ€™s an insidious spirit following them with feet turned backwards.,2021,,134,tt10098288,4.4,9912.0,['IN'],0.0,Poor
Dive Club,SHOW,"['drama', 'family']","Dive Club follows the story of a feisty group of teen divers who search for their friend when she disappears after a cyclone hits Cape Mercy, their small coastal town.",2021,TV-PG,0,tt13275052,6.2,789.0,['AU'],1.0,Average
Elize Matsunaga: Once Upon a Crime,SHOW,"['crime', 'documentation']","The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.",2021,TV-MA,49,tt14856998,5.9,2088.0,['BR'],1.0,Average
Asakusa Kid,MOVIE,['drama'],"In 1965, Takeshi Kitano drops out of a university and enters the Asakusa France Za, which is a performance theater. He becomes an apprentice to Senzaburo Fukami, who is a legendary entertainer. Senzaburo Fukami demands that Takeshi Kitano keep the mindset of an entertainer, not only on stage, but also in his daily life. Takeshi Kitano cultivates his dream of becoming an entertainer with other apprentices. Due to the popularity of TV, people attend the theater less and less, but Takeshi Kitano spends his youthful days with Senzaburo Fukami and other apprentices who are full of talent and unique personalities.",2021,,123,tt13528562,7.1,1090.0,['JP'],0.0,Best
The House of Flowers: The Movie,MOVIE,"['drama', 'comedy']",The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.,2021,R,86,tt14549558,5.5,836.0,['MX'],0.0,Average
"Nevenka, Breaking The Silence",SHOW,"['documentation', 'crime']","The story of the first sexual harassment case in Spain was a scandal. Nevenka FernÃ¡ndez, its protagonist, discusses it in this documentary.",2021,TV-14,38,tt14091172,6.9,658.0,['ES'],1.0,Average
The New Adventures of Oggy,SHOW,"['comedy', 'family', 'action', 'animation']",Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures.,2021,TV-Y,15,tt11194006,6.6,38.0,['US'],1.0,Average
Creating The Queen's Gambit,MOVIE,['documentation'],"A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life.",2021,PG-13,14,tt13818410,6.9,577.0,['US'],0.0,Average
Octonauts: The Ring of Fire,MOVIE,['animation'],"In this film's adventure, a volcano erupts suddenly, suddenly awakening the Pacific Ocean floor of hundreds of volcanoes composed of the ""ring of fire"", this sudden event quickly turned into a global catastrophe.  The volcanic clusters that are about to erupt en masse threaten the horned whales washed ashore by the tsunami, the cap penguins living in the volcanic islands, the equipment of the small column maintenance station, the food planted by plant fish in the marine farms... Not to mention the plants and animals that live in the crater all year after year!",2021,G,72,tt13779166,6.5,126.0,"['CN', 'GB']",0.0,Average
The Land,MOVIE,"['drama', 'comedy']","In contemporary Poland, people from different social classes face apparently common situations that end up making them mad.",2021,,103,tt14345386,6.1,444.0,['PL'],0.0,Average
Alma Matters: Inside the IIT Dream,SHOW,"['drama', 'documentation']","In a ""nation of middle-class"" the IIT dream involves clearing the world's toughest public exam for guaranteed lifelong success. Life is not an exam though. It's a hustle, one that nobody trains them for. The result? Eternal tumult.",2021,TV-MA,51,tt14512938,8.3,2323.0,['IN'],1.0,Best
Honey Girls,MOVIE,"['family', 'music', 'comedy']","Mega pop star, Fancy G, hosts a contest to find the next big solo artist. But the young contestants realize they are ""better together"" and secretly form a band called Honey Girls and become a huge hit cloaked in mystery.",2021,PG,90,tt11847606,5.0,154.0,['US'],0.0,Poor
Jiva!,SHOW,['drama'],"A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams.",2021,TV-MA,38,tt12564616,5.5,263.0,['ZA'],1.0,Average
Gatao: The Last Stray,MOVIE,"['crime', 'action', 'drama', 'romance']","A Qing encounters the photographer Xiao Qi at the full moon banquet of the daughter of the big brother Ren Ge at the corner of the Beiguan. They fall in love with each other. But, sadly, they aren't able to stay together at the end.",2021,,120,tt14720502,5.9,244.0,['TW'],0.0,Average
Resort to Love,MOVIE,"['comedy', 'romance']",Aspiring pop star Erica ends up as the entertainment at her ex-fiancÃ©â€™s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,2021,PG,101,tt12929990,5.7,5586.0,['US'],0.0,Average
Annaatthe,MOVIE,"['drama', 'action', 'comedy']","Kaaliyan is a village president in the Madurai district, who is fondly called Annaatthe. His nieces compete with each other to marry him. But, he falls in love with another woman who visits their village. Kaaliyan has a sister who gets married and shifts to Kolkata where she faces some unknown threats. Soon, her brother comes to her aid.",2021,,163,tt11253090,4.6,9400.0,['IN'],0.0,Poor
Hate by Dani Rovira,MOVIE,['comedy'],An uncensored monologue by Dani Rovira about today's society.,2021,PG-13,82,tt13323128,6.7,419.0,['ES'],0.0,Average
Man in Love,MOVIE,"['romance', 'drama']","A-Cheng collects debts for a gangster and doesn't skimp on violence, but he can also be merciful to those who deserve it. He has a crush on Hao-ting, the daughter of one of the debtors, but he only knows the underworld and so embarks on a clumsy and primitive courtship that includes reducing the girl's debts in exchange for pity dates. But when Hao-ting catches a glimpse of the good in him, the clouds of melodrama thicken and A-Cheng is forced to come to terms with the real nature of his work.",2021,,115,tt14428606,6.9,1623.0,['TW'],0.0,Average
Meenakshi Sundareshwar,MOVIE,"['comedy', 'romance']","Forced to live apart due to a unique job prospect, two newlyweds face the hassles, hiccups â€” and hilarity â€” that arise from their long-distance marriage.",2021,,141,tt13529034,7.4,17141.0,['IN'],0.0,Best
Just Say Yes,MOVIE,"['romance', 'comedy']",Incurable romantic Lotte's life is upended when her plans for a picture-perfect wedding unravel--just as her self-absorbed sister gets engaged.,2021,,97,tt12154638,4.5,1910.0,['NL'],0.0,Poor
Ajeeb Daastaans,MOVIE,"['drama', 'romance']",Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,2021,,142,tt14091818,6.7,5620.0,['IN'],0.0,Average
My Wonderful Life,MOVIE,"['drama', 'romance', 'comedy']","Middle-aged Joanna tries tirelessly to reconcile being a mother, daughter, grandmother, wife, lover, housewife and high-school teacher. But she seems to be losing her patience.",2021,,99,tt13164942,5.8,540.0,['PL'],0.0,Average
The Rational Life,SHOW,"['drama', 'romance']","Shen Ruo Xin is a thirty-something professional who decides to take a stand against unfair societal expectations At her workplace she finds herself drawn  to two different  men - one  her trusted, younger assistant, the other her bachelor boss.  Knowing she is considered a 'leftover woman' weighs heavily on her.  Will  she opt to marry the man society deems appropriate, or will she listen to her heart and screw up the courage to pursue a romance with the younger man?",2021,,45,tt14376958,8.1,445.0,['CN'],1.0,Best
Puff: Wonders of the Reef,MOVIE,"['documentation', 'family']",A baby pufferfish travels through a wondrous microworld full of fantastical creatures as he searches for a home on the Great Barrier Reef.,2021,PG,59,tt15753666,7.1,743.0,"['AU', 'US']",0.0,Best
Just Short of Perfect,MOVIE,"['romance', 'comedy']","A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart?",2021,,94,tt15863594,5.3,952.0,['BR'],0.0,Average
Scaredy Cats,SHOW,"['scifi', 'family', 'fantasy', 'comedy']","On Willa Wardâ€™s twelfth birthday, she inherits a beautiful charm necklace that belonged to her mother, who was a witch.  She soon learns 2 bad witches, Wilma and Wanda are after her locket so they can have ultimate power, and she alongside her best friends Scout and Lily turn into cats to escape.",2021,TV-G,26,tt15387774,6.2,338.0,['US'],1.0,Average
We the People,SHOW,"['family', 'music', 'animation', 'comedy']","Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle MonÃ¡e, H.E.R., Adam Lambert, Brandi Carlile and more.",2021,TV-Y7,5,tt14770480,3.4,674.0,['US'],1.0,Poor
My Love: Six Stories of True Love,SHOW,"['reality', 'romance', 'documentation']","Inspired by the acclaimed Korean documentary My Love, Don't Cross That River, the poignant series MY LOVE documents a year in the lives of six elderly couples from around the world. Globe-trotting through Brazil, India, Japan, Korea, the U.S., and Spain, the six-part docuseries gets to the heart of long-lasting love.",2021,TV-PG,70,tt14267526,7.5,281.0,['US'],1.0,Best
The War Next-door,SHOW,['comedy'],"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",2021,TV-MA,32,tt14821886,5.6,373.0,['MX'],1.0,Average
Love Me Instead,MOVIE,['drama'],"One day, Sedat, who works as a prison guard in Konya, is given the duty to take one of the prisoners, Musa, to his hometown. Musa does not intend to return until he finds out why his daughter was killed.",2021,,124,tt13161356,7.0,2472.0,['TR'],0.0,Average
Marriage or Mortgage,SHOW,['reality'],"Married or single, we've all heard it. ""You could buy a house for the price of that wedding!"" But have you ever stopped to think, what if you actually did? In the Marriage or Mortgage, a wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home?",2021,TV-G,40,tt14037542,5.1,433.0,['US'],1.0,Average
The Last Paradiso,MOVIE,"['drama', 'romance']","In 1950s Italy, a farmer's dream of improving workersâ€™ living conditions collapses when he falls for a landowner's daughter. Based on true events.",2021,,107,tt11428926,5.7,1302.0,['IT'],0.0,Average
The Future Diary,SHOW,"['reality', 'romance']","The Future Diary is a love diary of events that will happen in the future. Two people who have never met before are cast to live out a romantic storyline by following a diary that is handed to them. Their semi-fictional exchange, based on the casts' own words, takes them through an experience that could ultimately influence how they view one another. Will the adventure lead to real romance? A reboot of the legendary romance reality series that made 20 years ago starts from December 14, 2021.",2021,TV-PG,33,tt15567380,7.9,97.0,['JP'],2.0,Best
1000 Miles from Christmas,MOVIE,"['comedy', 'romance', 'family', 'fantasy']","A Christmas tale, a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the Christmas spirit.",2021,,102,tt13782052,5.7,1483.0,['ES'],0.0,Average
The Father Who Moves Mountains,MOVIE,"['thriller', 'drama']","Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.",2021,PG-13,108,tt8886670,5.5,3385.0,"['RO', 'SE']",0.0,Average
I Heart Arlo,SHOW,"['comedy', 'family', 'animation']",Arlo and his newfound crew set up shop in an abandoned seaside neighborhood and help bring it back to life.,2021,TV-Y7,15,tt13573450,7.0,204.0,['US'],1.0,Average
Nail Bomber: Manhunt,MOVIE,"['crime', 'documentation', 'history']","This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator. He terrorized a city, seeking to ignite a race war but justice was served by those who wouldn't let his hate win.",2021,,72,tt12939812,6.3,2086.0,['GB'],0.0,Average
The Wedding Coach,SHOW,"['comedy', 'reality']",Former bride and forever comedian Jamie Lee shares her irreverent yet practical tips and tricks for wedding planning with struggling lovebirds.,2021,TV-MA,32,tt14210424,4.9,85.0,['US'],1.0,Poor
Haunted: Latin America,SHOW,"['reality', 'horror']","Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series.",2021,TV-14,33,tt14164238,5.3,572.0,"['FR', 'IT']",1.0,Average
Untold: Caitlyn Jenner,MOVIE,"['documentation', 'sport']",Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,2021,R,69,tt15101946,6.4,2384.0,['US'],0.0,Average
Most Eligible Bachelor,MOVIE,"['drama', 'romance']","Akhil and Pooja have a love story with a touch of comedy, where they confront their ideas of married life.",2021,,170,tt11725680,6.4,3125.0,['IN'],0.0,Average
Lords of Scam,MOVIE,"['documentation', 'crime']",This documentary traces the rise and crash of scammers who conned the EU carbon quota system and pocketed millions before turning on one another.,2021,R,105,tt15711402,6.3,568.0,['FR'],0.0,Average
"My Brother, My Sister",MOVIE,['drama'],"When their father's will forces them to live together, siblings Nik and Tesla â€” and Tesla's kids â€” try to overcome their differences to become a family.",2021,,110,tt13003996,6.0,882.0,['IT'],0.0,Average
Xtreme,MOVIE,"['thriller', 'fantasy', 'action', 'crime', 'drama']","Two years after the murder of his son and father, a retired hitman sets in motion a carefully crafted revenge plan against the killer: his own brother.",2021,,111,tt11658120,5.8,4273.0,['ES'],0.0,Average
Pet Stars,SHOW,"['reality', 'family']",Follow talent management company Pets on Q as they work with the biggest animal influencers on social media in this reality series,2021,TV-PG,27,tt14318392,4.9,117.0,['US'],1.0,Poor
Ghost Lab,MOVIE,"['horror', 'thriller', 'drama']","After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",2021,,117,tt13446126,5.2,1367.0,['TH'],0.0,Average
Carolin Kebekus: The Last Christmas Special,MOVIE,['comedy'],"One of the biggest comedians in Germany, Carolin Kebekus, mixes festive nostalgia and social commentary with her signature edgy wit to poke fun and challenge 'the most wonderful time of the year'.",2021,,66,tt15893460,4.7,97.0,[],0.0,Poor
Secret Magic Control Agency,MOVIE,"['fantasy', 'comedy', 'family', 'animation']","The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House.",2021,,104,tt13932162,6.2,3948.0,"['RU', 'US']",0.0,Average
Nayattu,MOVIE,"['drama', 'thriller', 'crime']","Three police officers are forced to go on the run when they get tangled in the death of a youth, a few days before the election.",2021,,124,tt11604676,8.1,6780.0,['IN'],0.0,Best
The Secret Diary of an Exchange Student,MOVIE,"['romance', 'comedy']",Two best friends embark on a life-changing adventure abroad as exchange students.,2021,,96,tt11594766,5.3,868.0,['BR'],0.0,Average
Carlos Ballarta: False Prophet,MOVIE,['comedy'],Mexican comic Carlos Ballarta is back and this time he's using his sharp black humor to challenge cultural and religious views from Latin America.,2021,,63,tt15733384,6.5,116.0,['MX'],0.0,Average
"Strip Down, Rise Up",MOVIE,['documentation'],"The feature documentary follows women of all walks of life, all ages and ethnic backgrounds, as they shed trauma, body image shame, sexual abuse and other issues locked in their bodies, and embark on a journey to reclaim themselves. The film also gives a rare window into the world of Pole artistry and expression.",2021,R,112,tt13787118,5.3,634.0,['US'],0.0,Average
Kadaseela Biriyani,MOVIE,"['drama', 'comedy', 'crime']",A studious teen who wants a simple life is conned by his violent older brothers into joining their grandiose plan to avenge their murdered father.,2021,,115,tt11441458,7.5,1265.0,['IN'],0.0,Best
The Characters of the Continent,MOVIE,['documentation'],"With the cast and creator as your guides, explore the world of Elves, Dwarves, Mages and Witchers with behind-the-scenes footage, interviews and more.",2021,,9,tt16740216,6.6,56.0,['US'],0.0,Average
Pagglait,MOVIE,"['comedy', 'drama']","Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband.",2021,,114,tt11142762,6.9,9133.0,['IN'],0.0,Average
How to Be A Cowboy,SHOW,['reality'],"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive and now he's teaching the world how to cowboy right, ol' son.",2021,TV-PG,25,tt13438900,6.8,145.0,['US'],1.0,Average
Stories of a Generation - with Pope Francis,SHOW,['documentation'],"Stories Of A Generation narrates the values of life: from love to pain, from work to dreams. 18 generational stories are enriched with the participation of Pope Francis and Martin Scorsese.",2021,TV-14,46,tt13784364,7.4,202.0,['IT'],1.0,Best
A World Without,MOVIE,"['thriller', 'scifi', 'drama']","Founded by the power couple, Ali and Sofia Khan, The Light is a training center that claims to be a self-betterment organization, focused on helping youths take charge of their life for a brighter future. But when three best friends join this organization, they soon realize that dark shadows lurk behind The Light and must find a way to escape.",2021,,107,tt15484488,3.7,336.0,[],0.0,Poor
The Family That Sings Together: The Camargos,SHOW,"['documentation', 'music', 'reality']","Surrounded by family and friends, ZezÃ© Di Camargo and daughter Wanessa spend time together and collaborate creatively in this exclusive reality series.",2021,,39,tt16247236,5.4,41.0,['BR'],1.0,Average
Bangkok Breaking,SHOW,"['drama', 'thriller', 'action', 'crime']","Newly arrived in Bangkok, Wanchai joins the road rescue service and unravels a city-wide conspiracy with the help of a journalist.",2021,TV-MA,60,tt14202282,5.9,281.0,['TH'],1.0,Average
Get the Goat,MOVIE,"['comedy', 'crime', 'action']","Bruceuilis, a policeman from the countryside, is assigned to rescue Celestina, a goat considered heritage of his small city, and travels to SÃ£o Paulo. There, he meets police clerk Trindade, who decides to venture out into the field, even though it is not his specialty.",2021,,97,tt14111726,6.1,1727.0,['BR'],0.0,Average
Bartkowiak,MOVIE,"['thriller', 'action', 'crime', 'sport']","After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub â€” and soon learns his sibling's death wasnâ€™t an accident.",2021,,91,tt14315566,5.1,1165.0,['PL'],0.0,Average
Grumpy Christmas,MOVIE,['comedy'],"Bitter, grumpy patriarch Don Servando and his family travel to spend Christmas with DoÃ±a Alicia, a relative who becomes his ""ultimate nemesis"". It may be Christmas, but Don Servando is set on proving to everyone that DoÃ±a Alicia is a terrible person.",2021,,87,tt15565724,4.4,348.0,['MX'],0.0,Poor
Cinema Bandi,MOVIE,"['comedy', 'drama']",A struggling rickshaw driverâ€™s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.,2021,,98,tt14558738,8.0,2416.0,['IN'],0.0,Best
This Is Not a Comedy,MOVIE,"['drama', 'comedy']","A comedian finds new meaning in his life when his best friend asks him to be her sperm donor, and he meets a girl who connects with the cosmos.",2021,,105,tt11363540,4.9,321.0,['MX'],0.0,Poor
"Crack: Cocaine, Corruption & Conspiracy",MOVIE,"['documentation', 'crime', 'history']","A cheap, powerful drug emerges during a recession, igniting a moral panic fueled by racism.  Explore the complex history of crack in the 1980s.",2021,,89,tt13649700,6.7,3260.0,['US'],0.0,Average
Kayko and Kokosh,SHOW,"['animation', 'comedy', 'fantasy', 'action']",Two Slavic warriors do everything in their power to defend the village of MirmiÅ‚owo from the evil order of Knaveknights.,2021,TV-PG,13,tt13979288,6.3,314.0,['PL'],2.0,Average
Zero to Hero,MOVIE,"['drama', 'sport']","This film is based on the story of So Wa Wai, the medal-winning Paralympic athlete. It teaches audiences that even people who â€œlose on the starting lineâ€ can achieve victory as long as they persist.",2021,,102,tt14892216,6.6,792.0,['HK'],0.0,Average
Irul,MOVIE,['thriller'],"A dark rainy night, an empty house, a stranded couple and an unknown man. A sleek game of the cat and the mouse starts playing on, as the three of them find a dead body in the basement.",2021,,91,tt13103212,5.8,3021.0,['IN'],0.0,Average
Making Malinche: A Documentary by Nacho Cano,MOVIE,"['music', 'documentation']",Join the creative process behind Nacho Canoâ€™s new musical based on the love story of Malinche and HernÃ¡n CortÃ©s and the merging of their two worlds.,2021,,89,tt15478968,5.1,31.0,[],0.0,Average
Happiness Ever After,MOVIE,"['drama', 'romance']","Five years later from where we left our characters, again tackling sisterhood and friendship, this time with the inclusion of a new romantic arc.",2021,,99,tt14307890,4.2,153.0,['ZA'],0.0,Poor
The Ingenuity of the Househusband,SHOW,['comedy'],"Web series of shorts starring Kenjiro Tsuda, the voice actor of The Way of the Househusband (2021), as himself who is a retired gangster who spends his time as a househusband.",2021,,6,tt15170710,6.7,396.0,[],1.0,Average
The Snitch Cartel: Origins,SHOW,"['crime', 'drama']","In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",2021,TV-MA,48,tt14417802,5.6,182.0,[],1.0,Average
The Guide to the Perfect Family,MOVIE,"['comedy', 'drama']","A couple in QuÃ©bec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",2021,,102,tt11991786,6.4,1632.0,['CA'],0.0,Average
Bankrolled,MOVIE,['comedy'],"While blind drunk, two unemployed millennials entrepreneurs drunkenly post a video pitch about their revolutionary app to a crowdfunding site. When the app catches fire and they accidentally raise millions of dollars they actually have to create the app.",2021,,97,tt14961160,4.0,306.0,['MX'],0.0,Poor
Tony Parker: The Final Shot,MOVIE,"['documentation', 'sport']","The background and career of Tony Parker, whose determination led him to become arguably the greatest French basketball player.",2021,,98,tt13696668,6.8,1364.0,['FR'],0.0,Average
One Night in Paris,MOVIE,['comedy'],An all-star group of French comics make a joyful return to the stage as they perform at iconic clubs like Le Fridge Barbes and the Jamel Comedy Club.,2021,,64,tt15435146,4.4,74.0,['FR'],0.0,Poor
Reasonable Doubt: A Tale of Two Kidnappings,SHOW,"['crime', 'documentation']",A fender bender that turned into a kidnapping case leads documentalist Roberto HernÃ¡ndez to expose the truth behind Mexico's flawed justice system.,2021,TV-MA,47,tt15796900,7.6,179.0,['MX'],1.0,Best
You vs. Wild: Out Cold,MOVIE,['action'],"Follows Bear Grylls after a plane crash in the ice ravaged mountains, where he finds himself with amnesia and tries to save himself and the pilot from the harsh winter elements.",2021,,25,tt15250050,5.3,102.0,['US'],0.0,Average
Under Suspicion: Uncovering the Wesphael Case,SHOW,"['crime', 'documentation']","This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013.",2021,TV-14,36,tt14078186,6.3,727.0,[],1.0,Average
Metal Shop Masters,SHOW,['reality'],"A group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",2021,TV-MA,0,tt15216520,5.6,546.0,['US'],1.0,Average
Headspace Unwind you Mind,MOVIE,"['animation', 'documentation']","Do you want to relax, meditate or sleep deeply? Personalize the experience according to you mood or mindset with this Headspace interactive special",2021,G,15,tt14684160,7.2,132.0,['US'],0.0,Best
Get the Grift,MOVIE,"['crime', 'comedy']","After a botched scam, ClÃ³vis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",2021,,94,tt14371060,5.3,722.0,['BR'],0.0,Average
Dolly Parton: A MusiCares Tribute,MOVIE,"['music', 'documentation']","In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year.",2021,,55,tt14299926,6.6,226.0,['US'],0.0,Average
Rabbids Invasion - Mission To Mars,MOVIE,['animation'],"When Nebulous Industries announces they are recruiting Rabbids for a mission to Mars, Hibernation Rabbid doesnâ€™t think twice. As a genius Rabbid misunderstood by his stupid peers, he has always dreamed of going to the red planet. He takes off with three other Rabbids: Disco, the lively queen of the dance-floor, Cosmo, the pilot and Mini, the adorable tiny Rabbid. Facing an interplanetary space threat, our heroes will have to learn how to overcome their differences and understand that true wisdom comes from the heart!",2021,,68,tt15310736,7.8,,['FR'],0.0,Best
